Lemma	Count	Positive	Negative	Not positive	Authors count	Positive authors	Negative authors	Not positive authors	Брестская область		Липецкая область		Абхазия		Ямало-Ненецкий АО		Литва		Мордовия		Тульская область		Северная Осетия		Карелия		Белгородская область		Костанайская область		Павлодарская область		Иркутская область		Свердловская область		Черниговская область		Украина		Азербайджан		Киев		Владимирская область		Омская область		Полтавская область		Сумская область		Одесская область		Чечня		Якутия		Псковская область		Крым		Ингушетия		Красноярский край		Гомельская область		Закарпатская область		Смоленская область		Узбекистан		Армения		Львовская область		Запорожская область		Мурманская область		Пензенская область		Житомирская область		Сахалинская область		Томская область		Ненецкий АО		Камчатский край		Дальний Восток		Хакасия		Москва		Воронежская область		Эстония		Черновицкая область		Восточно-Казахстанская область		Чукотский АО		Пермский край		Вологодская область		Западная Сибирь		Херсонская область		?Сибирский ФО		Орловская область		Удмуртия		Ростовская область		Белоруссия		Донецкая область		Петербург		Ханты-Мансийский АО		Западно-Казахстанская область		Алтайский край		Чувашия		Бурятия		Башкирия		Марий Эл		Калмыкия		Еврейская АО		Коми		Ивановская область		Харьковская область		?Петропавловская область		Минская область		Киевская область		Магаданская область		Курская область		Латвия		Волынская область		Николаевская область		Астраханская область		Оренбургская область		Забайкальский край		Калужская область		Урал		Краснодарский край		Казахстан		Саратовская область		Ивано-Франковск		Татарстан		Республика Алтай		Новосибирская область		Новгородская область		Волгоградская область		Кабардино-Балкария		Архангельская область		Киргизия		Калининградская область		Ульяновская область		Хабаровский край		Гродненская область		Тюменская область		Кировская область		Карагандинская область		Алма-Ата		Брянская область		Молдавия		Тува		Туркмения		Самарская область		Грузия		Костромская область		Ярославская область		Карачаево-Черкесия		Днепропетровская область		Приморский край		Тверская область		Амурская область		Московская область		Ленинградская область		Дагестан		Курганская область		Тамбовская область		Нижегородская область		Кемеровская область		Луганская область		Таймыр		Ставропольский край		Адыгея		Рязанская область		Челябинская область		Other Locs
мивина	918	570	37	311	876	539	37	300	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	539	0	0	126	117	1	1	0	0	15	14	8	7	30	30	0	0	0	0	0	0	66	62	0	0	0	0	1	1	1	1	0	0	0	0	0	0	3	3	21	20	1	1	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	7	7	2	2	0	0	2	2	0	0	0	0	1	1	0	0	2	2	10	9	2	2	0	0	1	1	1	1	3	3	19	19	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	29	0	0	0	0	9	7	0	0	0	0	0	0	1	1	13	13	0	0	0	0	0	0	0	0	4	4	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	34	33	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	1	1	0	0	0	0	3	3	Норвегия=1,1;Кировоградская область=3,3;Хмельницкая область=4,4;Германия=2,2;Россия=13,10;Италия=1,1;Канада=1,1;Витебская область=1,1;NA=286,278;Могилевская область=1,1;Винницкая область=7,7;Тернопольская область=3,3;Франция=1,1;Черкасская область=3,3;Польша=1,1;Ивано-Франковская область=2,2;Израиль=2,2;Ровненская область=2,2;США=2,2;Турция=1,1
потеряшка	887	123	410	354	784	110	361	313	1	1	0	0	0	0	1	1	0	0	3	3	5	5	1	1	4	1	0	0	0	0	0	0	6	5	13	10	1	1	87	74	0	0	18	16	3	3	6	6	0	0	0	0	5	5	0	0	3	3	4	4	3	3	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	7	7	5	5	3	2	0	0	0	0	0	0	0	0	0	0	8	8	1	1	73	60	5	5	0	0	0	0	2	2	0	0	16	13	11	10	35	31	1	1	46	41	0	0	13	11	13	12	7	6	15	10	0	0	3	3	0	0	4	4	0	0	1	1	21	18	1	1	1	1	0	0	3	3	0	0	5	4	0	0	1	1	1	1	0	0	3	3	0	0	1	1	0	0	0	0	4	4	0	0	1	1	51	46	10	9	7	7	6	5	0	0	11	10	0	0	21	17	1	1	19	17	0	0	16	16	0	0	5	5	1	1	7	7	0	0	21	19	12	11	0	0	0	0	1	1	0	0	0	0	0	0	26	23	0	0	1	1	3	3	0	0	6	6	1	1	1	1	0	0	12	11	4	3	0	0	2	2	1	1	2	2	3	3	6	4	0	0	0	0	0	0	0	0	11	11	Россия=178,154;NA=154,138;Астана=1,1;Кировоградская область=2,2;Италия=1,1;Чехия=1,1;Минск=18,17;Витебская область=5,4;Финляндия=1,1;Винницкая область=3,1;Черкасская область=1,1
муль	876	0	477	399	639	0	341	298	2	1	6	4	0	0	0	0	0	0	5	3	3	2	1	1	0	0	4	3	0	0	0	0	2	2	12	8	0	0	115	80	0	0	15	12	3	2	5	4	4	3	0	0	5	3	0	0	0	0	3	3	4	3	0	0	1	1	10	6	1	1	4	2	0	0	0	0	5	4	4	3	3	2	3	2	2	1	0	0	2	2	0	0	2	1	4	3	0	0	73	47	6	6	0	0	0	0	3	2	0	0	11	8	5	5	31	23	0	0	41	29	0	0	3	3	8	7	16	9	9	6	2	1	2	2	0	0	8	4	1	1	2	1	15	11	1	1	0	0	0	0	0	0	2	2	9	5	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	8	5	0	0	2	1	28	21	5	4	28	21	3	2	0	0	7	7	0	0	8	7	0	0	4	3	1	1	2	1	1	1	2	1	1	1	1	1	0	0	5	4	2	2	1	1	0	0	3	2	0	0	4	1	0	0	12	8	1	1	0	0	5	4	0	0	10	6	0	0	0	0	0	0	9	7	0	0	0	0	1	1	2	2	1	1	8	6	4	2	0	0	7	4	0	0	4	3	8	6	Норвегия=0,0;Россия=137,100;NA=242,181;Южная Корея=1,1;Могилевская область=4,2;Астана=2,2;Австралия=1,1;Ирландия=1,1;Кировоградская область=1,1;Германия=4,3;Канада=1,1;Минск=5,3;Великобритания=4,4;Винницкая область=4,3;Израиль=1,1;Ровненская область=1,1
мобиль	790	0	461	329	654	0	383	271	1	1	2	2	0	0	1	1	0	0	1	1	1	1	1	1	0	0	2	2	0	0	0	0	3	3	20	16	1	1	121	95	0	0	22	17	4	4	6	5	5	4	3	2	7	2	0	0	1	1	3	2	4	4	0	0	20	8	0	0	0	0	2	2	0	0	0	0	2	2	4	4	3	3	3	3	3	3	1	1	1	1	0	0	2	2	4	4	0	0	52	50	5	4	0	0	0	0	2	2	0	0	10	9	9	5	17	16	2	1	63	37	0	0	4	4	4	4	4	3	7	5	1	1	2	2	0	0	0	0	5	5	2	1	13	11	0	0	0	0	0	0	4	3	4	3	14	11	0	0	0	0	1	1	0	0	0	0	0	0	1	1	2	2	0	0	3	3	0	0	2	2	45	39	6	6	10	9	1	1	0	0	10	10	0	0	9	9	1	1	4	4	0	0	9	5	0	0	2	2	6	4	0	0	0	0	7	6	0	0	0	0	0	0	2	2	0	0	0	0	0	0	21	16	0	0	1	1	2	2	0	0	11	9	1	1	3	3	0	0	19	18	5	1	0	0	2	2	0	0	1	1	1	1	3	3	1	1	2	1	0	0	0	0	13	12	Россия=124,103;NA=185,155;США=1,1;Хмельницкая область=2,1;Чехия=0,0;Минск=9,8;Витебская область=3,2;Великобритания=1,1;Винницкая область=2,2;Польша=1,1;Израиль=1,1;Курганская оласть=7,1
Новосиб	751	277	223	251	639	229	194	216	0	0	5	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	8	8	10	7	1	1	19	18	0	0	3	3	0	0	38	35	0	0	0	0	2	2	0	0	8	4	0	0	4	4	0	0	26	24	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	1	1	21	18	0	0	0	0	11	9	3	2	69	63	2	2	0	0	0	0	11	5	0	0	7	7	0	0	267	218	0	0	332	279	0	0	1	1	1	1	1	1	0	0	1	1	4	4	0	0	23	19	3	3	1	1	6	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	2	0	0	24	21	1	1	13	7	0	0	0	0	4	4	2	2	162	126	0	0	0	0	0	0	2	2	0	0	0	0	2	2	8	6	0	0	7	7	1	1	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	1	1	0	0	0	0	2	2	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	20	18	0	0	1	1	0	0	0	0	1	1	2	2	Германия=2,2;Россия=92,84;Великобритания=1,1;Китай=2,2;Финляндия=0,0;Таиланд=7,1;NA=142,121;США=1,1;Винницкая область=1,1;Франция=1,1;Испания=1,1;Могилевская область=1,1;Астана=1,1;Ямайка=1,1
шаверма	741	24	284	433	636	23	245	368	1	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	1	1	1	1	4	3	0	0	38	35	1	1	11	10	1	1	2	2	0	0	1	1	2	2	0	0	0	0	7	7	3	3	0	0	5	5	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	2	2	9	8	1	1	77	59	3	3	0	0	0	0	0	0	0	0	11	10	6	4	18	17	0	0	29	28	0	0	4	4	13	10	3	3	2	2	5	5	3	3	0	0	4	4	0	0	0	0	8	8	0	0	0	0	0	0	1	1	1	1	5	5	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	14	13	8	8	5	5	1	1	0	0	7	4	0	0	8	7	1	1	2	2	0	0	0	0	1	1	13	10	0	0	2	2	2	2	3	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	7	7	0	0	0	0	1	1	0	0	3	2	3	3	2	2	2	1	6	6	3	3	0	0	1	1	2	1	0	0	1	1	0	0	0	0	3	2	0	0	2	2	3	3	Норвегия=1,1;?Татарстан=1,1;Россия=234,192;NA=171,153;США=8,5;Германия=2,2;Ивано-Франковская область=1,1;Астана=1,1;Франция=1,1;Афганистан=1,1;Испания=1,1;Минск=1,1;Великобритания=1,1;Финляндия=1,1;Мадагаскар=1,1;Польша=1,1;Израиль=1,1;Япония=6,4
селюк	681	425	50	206	661	410	46	205	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3	3	3	3	425	410	0	0	132	127	2	2	0	0	5	5	1	1	22	22	0	0	0	0	0	0	14	14	0	0	1	1	0	0	1	1	1	1	0	0	0	0	14	14	17	16	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	3	1	1	12	12	0	0	0	0	4	4	0	0	0	0	0	0	0	0	2	2	6	5	4	4	0	0	0	0	1	1	0	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	24	22	0	0	0	0	0	0	0	0	1	1	0	0	3	3	6	6	0	0	0	0	0	0	1	1	7	7	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	32	30	3	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	7	7	0	0	3	1	0	0	1	1	2	2	Хмельницкая область=3,3;Германия=1,1;Россия=25,25;Италия=1,1;Канада=2,2;Минск=1,1;Кировоградская область=2,2;Великобритания=2,2;Винницкая область=4,4;?=1,1;Тернопольская область=3,3;Черкасская область=5,5;Ивано-Франковская область=4,4;Испания=1,1;Израиль=1,1;Чехия=2,2;NA=168,167;Ровненская область=2,2;Швейцария=1,1
жамка	659	6	318	335	658	6	318	334	1	1	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	4	4	9	9	2	2	88	88	1	1	11	11	0	0	1	1	0	0	0	0	8	8	2	2	2	2	2	2	3	3	0	0	8	8	3	3	1	1	1	1	0	0	0	0	1	1	5	5	1	1	0	0	0	0	1	1	2	2	2	2	0	0	5	5	2	2	36	36	4	4	0	0	1	1	2	2	0	0	4	4	2	2	17	17	1	1	43	43	0	0	3	3	4	4	6	6	6	6	0	0	3	3	0	0	1	1	4	4	1	1	12	12	1	1	1	1	0	0	2	2	2	2	6	6	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	3	3	2	2	0	0	19	19	6	6	17	17	4	4	0	0	11	11	0	0	9	9	0	0	2	2	0	0	5	5	0	0	2	2	1	1	2	2	0	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	0	0	6	6	0	0	1	1	0	0	0	0	5	5	2	2	3	3	0	0	12	12	0	0	2	2	2	2	0	0	2	2	2	2	3	3	1	1	1	1	0	0	1	1	4	4	Хмельницкая область=2,2;Россия=99,98;NA=228,228;?=1,1;Астана=1,1;Кировоградская область=2,2;Германия=1,1;Минск=3,3;Могилевская область=2,2;Винницкая область=1,1;Черкасская область=2,2;Курганская оласть=1,1;Япония=1,1
рыпа	646	0	318	328	584	0	269	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA=307,294;Норвегия=1,1;Испания=1,1;Астана=17,17;Минск=0,0;Южная Корея=1,1;США=1,1
поварёшка	558	62	213	283	510	52	199	259	0	0	3	3	0	0	1	1	0	0	0	0	3	3	0	0	1	1	0	0	0	0	0	0	4	4	8	6	1	1	53	49	0	0	6	6	0	0	3	2	0	0	1	1	9	8	0	0	2	2	0	0	3	3	0	0	1	1	2	2	0	0	1	1	0	0	0	0	0	0	2	2	0	0	4	4	1	1	0	0	1	1	0	0	1	1	3	3	1	1	41	34	7	7	0	0	0	0	3	3	0	0	8	8	7	2	20	17	1	1	31	28	0	0	2	2	6	6	10	9	1	1	0	0	2	2	0	0	6	6	2	2	1	1	5	5	0	0	0	0	0	0	4	4	2	2	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	2	2	3	3	2	2	1	1	25	23	7	7	8	8	4	4	0	0	4	4	0	0	9	7	0	0	5	5	0	0	3	2	0	0	3	2	1	1	1	1	2	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	5	4	1	1	2	2	0	0	7	7	0	0	0	0	2	2	3	3	1	1	0	0	0	0	2	2	1	1	0	0	2	2	8	8	Россия=99,94;Таиланд=1,1;NA=165,147;Индонезия=1,1;США=1,1;?=1,1;Германия=1,1;Ивано-Франковская область=1,1;Астана=4,3;Ирландия=1,1;Испания=0,0;Минск=3,3;Витебская область=5,4;Израиль=1,1
парма	499	49	261	189	395	34	206	155	3	2	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	2	2	0	0	1	1	1	1	4	4	1	1	93	79	0	0	31	22	1	1	5	4	5	5	0	0	5	5	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	3	2	2	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	40	27	2	2	0	0	0	0	1	1	0	0	30	20	3	2	12	10	0	0	17	15	0	0	0	0	6	6	7	6	4	4	0	0	2	2	0	0	1	1	0	0	0	0	3	3	0	0	1	1	0	0	19	14	2	2	6	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	3	0	0	0	0	18	15	11	6	12	8	1	1	0	0	4	3	0	0	4	3	0	0	1	1	1	1	5	5	0	0	0	0	1	1	0	0	1	1	2	2	0	0	4	2	0	0	0	0	1	1	0	0	0	0	12	6	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	10	5	0	0	0	0	1	1	2	2	0	0	1	1	7	3	0	0	0	0	0	0	0	0	9	6	Витебская область=2,2;Россия=55,46;Италия=4,4;Минск=7,6;Великобритания=1,1;Таиланд=1,1;Германия=1,1;Ивано-Франковская область=2,2;Франция=1,1;NA=117,93;Курганская оласть=2,2
кубло	480	121	114	245	296	102	62	132	0	0	1	1	0	0	1	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	2	2	6	3	0	0	94	86	0	0	17	16	0	0	1	1	2	2	0	0	7	7	0	0	3	1	0	0	9	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	3	3	2	0	0	3	1	0	0	3	1	2	1	0	0	0	0	8	4	0	0	35	18	0	0	0	0	0	0	0	0	0	0	2	1	0	0	12	7	0	0	19	12	0	0	2	1	4	3	0	0	6	6	0	0	0	0	0	0	0	0	0	0	3	1	4	2	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	2	2	0	0	6	3	0	0	0	0	4	4	0	0	2	1	0	0	0	0	11	6	5	3	4	2	2	1	0	0	2	2	0	0	8	4	0	0	0	0	0	0	1	1	0	0	2	1	0	0	1	1	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	4	3	1	0	0	4	3	2	1	8	6	4	2	0	0	0	0	3	1	4	2	0	0	0	0	0	0	0	0	1	1	4	4	0	0	0	0	0	0	0	0	2	1	Астана=4,2;Германия=4,2;Россия=47,29;Италия=3,1;Канада=1,1;Минск=1,1;NA=184,95;США=1,1;Винницкая область=1,1;Тернопольская область=2,2;Ивано-Франковская область=1,1;Хмельницкая область=1,1
калать	465	0	257	208	337	0	180	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	247	170	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	?=1,1;Черкасская область=1,1;Южная Корея=0,0;Россия=9,9;Испания=2,2;Астана=14,13;Франция=1,1;NA=180,130;Япония=1,1
крутка	443	0	278	165	377	0	249	128	0	0	1	1	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	140	132	0	0	17	16	2	2	0	0	2	2	1	1	9	9	0	0	2	2	1	1	14	13	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	1	2	2	6	5	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	27	26	2	2	0	0	0	0	0	0	0	0	5	3	2	2	9	7	0	0	19	16	0	0	2	2	6	6	2	1	39	38	0	0	1	1	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	1	3	2	0	0	23	12	8	7	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	1	1	0	0	1	1	2	2	0	0	0	0	10	3	1	1	0	0	0	0	0	0	2	2	1	1	0	0	5	5	0	0	0	0	2	2	0	0	10	10	1	1	0	0	0	0	2	2	1	1	0	0	0	0	1	1	0	0	1	1	4	4	0	0	1	1	0	0	2	2	5	5	Россия=59,43;Минск=3,2;Витебская область=2,1;NA=97,77;Винницкая область=1,1;Испания=1,1;Израиль=2,2;Португалия=1,1;США=1,1;Кипр=1,1
ботсад	438	206	99	133	375	173	85	117	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	223	195	0	0	125	111	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	6	6	0	0	2	1	0	0	0	0	0	0	0	0	0	0	6	6	4	4	2	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	47	33	0	0	0	0	0	0	0	0	0	0	1	1	0	0	29	24	1	1	34	27	0	0	0	0	2	2	0	0	6	6	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	3	3	3	0	0	0	0	0	0	1	1	0	0	23	19	0	0	3	2	0	0	2	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	Ирландия=1,1;Норвегия=1,1;Германия=2,1;Канада=0,0;Великобритания=1,1;Россия=11,11;Минск=1,1;Зимбабве=1,1;Таиланд=1,1;NA=94,83;Швейцария=1,1
латка	436	0	264	172	408	0	247	161	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	4	1	1	151	140	0	0	24	22	2	2	1	1	2	2	0	0	11	11	0	0	1	1	1	1	2	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	2	12	7	0	0	0	0	5	4	0	0	0	0	0	0	0	0	1	1	0	0	24	21	0	0	0	0	2	2	0	0	0	0	1	1	1	1	8	8	0	0	18	18	0	0	4	3	3	3	2	2	12	11	0	0	1	1	0	0	3	3	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	2	2	2	2	3	3	0	0	3	3	1	1	1	1	15	13	3	3	5	5	0	0	0	0	4	4	0	0	3	3	1	1	3	3	0	0	4	4	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	1	1	0	0	8	8	1	1	2	2	0	0	0	0	2	2	1	1	0	0	0	0	1	1	1	1	2	2	0	0	2	2	0	0	0	0	7	6	Хмельницкая область=2,2;Германия=2,2;Россия=42,38;?Луганская область=2,2;Минск=5,5;Великобритания=1,1;NA=117,110;Могилевская область=2,2;Винницкая область=1,1;?=1,1;Тернопольская область=3,3;Черкасская область=3,3;Испания=1,1;США=1,1
сталинка	427	142	101	184	358	126	76	156	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	1	4	2	3	3	1	1	76	65	0	0	22	18	2	2	4	2	1	1	0	0	5	5	0	0	1	1	2	2	4	3	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	3	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	47	35	1	1	0	0	0	0	3	3	0	0	7	5	1	1	12	10	0	0	25	21	0	0	3	1	8	6	3	3	14	11	0	0	1	1	0	0	1	1	0	0	0	0	4	3	0	0	0	0	0	0	2	2	0	0	3	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	2	2	1	1	1	1	10	10	1	1	12	8	0	0	0	0	5	5	0	0	4	4	0	0	0	0	0	0	4	4	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	1	1	0	0	0	0	0	0	7	6	0	0	2	2	0	0	0	0	3	3	0	0	0	0	1	1	0	0	3	3	3	3	0	0	0	0	0	0	1	1	6	6	Ирландия=1,1;Хмельницкая область=0,0;Германия=1,1;Россия=83,67;Италия=1,1;Великобритания=1,1;Минск=2,2;Витебская область=2,2;Черкасская область=2,2;Швеция=1,1;Могилевская область=1,1;Винницкая область=1,1;Бахрейн=1,1;Зимбабве=1,1;Астана=3,1;Израиль=1,1;Франция=1,1;NA=87,77
сродный	417	28	203	186	403	28	194	181	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	6	6	0	0	87	84	0	0	12	11	0	0	1	1	1	1	0	0	6	6	0	0	0	0	0	0	3	3	0	0	5	5	2	2	0	0	0	0	0	0	0	0	0	0	7	7	3	3	0	0	1	1	0	0	0	0	0	0	0	0	1	1	3	3	21	21	2	2	0	0	0	0	0	0	0	0	14	14	7	6	10	10	2	2	22	22	0	0	2	2	5	5	4	4	3	3	0	0	1	1	0	0	0	0	1	1	0	0	4	3	0	0	0	0	0	0	0	0	1	1	8	8	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	2	0	0	2	2	0	0	3	3	11	10	3	3	4	3	1	1	0	0	7	7	0	0	5	5	0	0	1	1	0	0	5	4	0	0	0	0	1	1	1	1	1	1	1	1	2	2	0	0	0	0	3	3	0	0	1	1	0	0	0	0	0	0	1	1	2	1	0	0	8	8	0	0	0	0	0	0	1	1	2	2	1	1	0	0	1	1	1	1	1	1	2	2	0	0	2	2	0	0	2	2	3	2	Астана=2,2;Монако=1,1;Хмельницкая область=2,2;Россия=74,70;Минск=1,1;NA=106,105;США=1,1;Винницкая область=2,2;Черкасская область=2,2;Нидерланды=1,1;Ровненская область=2,2
Кёниг	412	49	183	180	353	40	158	155	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	30	23	0	0	3	3	0	0	1	1	0	0	0	0	6	1	0	0	0	0	0	0	3	3	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	48	35	2	2	0	0	1	1	0	0	0	0	0	0	3	3	6	6	0	0	10	10	0	0	1	1	0	0	3	3	4	4	0	0	3	3	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	2	2	0	0	5	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	2	2	28	26	5	5	2	2	3	2	0	0	9	8	0	0	4	4	0	0	0	0	3	2	1	1	0	0	49	40	1	1	1	1	0	0	5	4	0	0	0	0	0	0	0	0	1	1	1	1	0	0	4	4	0	0	0	0	2	2	0	0	0	0	1	1	1	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	9	9	Германия=2,2;Россия=85,70;Минск=2,2;Витебская область=1,1;Швеция=1,1;NA=88,78;США=1,1;Новая Зеландия=0,0;Нидерланды=1,1
